Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","100 g/ha","315556","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2004","2004","t","7100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","ha","232","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","100 g/ha","293103","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","t","6800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","ha","232","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","100 g/ha","306034","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","t","7100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","ha","232","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","100 g/ha","288793","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","t","6700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","ha","231","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","100 g/ha","277056","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","t","6400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","ha","198","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","100 g/ha","262626","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","t","5200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","ha","198","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","100 g/ha","247475","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","t","4900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","ha","198","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","100 g/ha","257576","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","t","5100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","ha","198","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","100 g/ha","247475","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","t","4900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","ha","198","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","100 g/ha","267677","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","t","5300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","ha","189","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","100 g/ha","269841","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","t","5100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","ha","190","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","100 g/ha","242105","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","t","4600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","ha","214","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","100 g/ha","280374","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","t","6000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","ha","190","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","100 g/ha","307368","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","t","5840","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","ha","170","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","100 g/ha","246471","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","t","4190","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","ha","290","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","100 g/ha","354828","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","t","10290","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","320","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","100 g/ha","367188","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","11750","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","ha","270","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","100 g/ha","373704","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","10090","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","270","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","100 g/ha","403704","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","10900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01323","Oranges","2018","2018","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01323","Oranges","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01323","Oranges","2019","2019","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01323","Oranges","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01323","Oranges","2020","2020","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01323","Oranges","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01323","Oranges","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01323","Oranges","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01323","Oranges","2022","2022","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01323","Oranges","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1961","1961","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1961","1961","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1962","1962","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1962","1962","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1963","1963","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1963","1963","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1964","1964","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1964","1964","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1965","1965","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1965","1965","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1966","1966","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1966","1966","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1967","1967","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1967","1967","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1968","1968","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1968","1968","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1969","1969","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1969","1969","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1970","1970","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1970","1970","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1971","1971","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1971","1971","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1972","1972","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1972","1972","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1973","1973","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1973","1973","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1974","1974","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1974","1974","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1975","1975","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1975","1975","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1976","1976","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1976","1976","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1977","1977","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1977","1977","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1978","1978","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1978","1978","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1979","1979","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1979","1979","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1980","1980","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1980","1980","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1981","1981","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1981","1981","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1982","1982","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1982","1982","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1983","1983","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1983","1983","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1984","1984","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1984","1984","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1985","1985","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1985","1985","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1986","1986","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1986","1986","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1987","1987","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1987","1987","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1988","1988","ha","86","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1988","1988","100 g/ha","81395","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1988","1988","t","700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1989","1989","ha","126","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1989","1989","100 g/ha","119048","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1989","1989","t","1500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1990","1990","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1990","1990","100 g/ha","170000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1990","1990","t","1700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1991","1991","ha","200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1991","1991","100 g/ha","70000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1991","1991","t","1400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1992","1992","ha","200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1992","1992","100 g/ha","80000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1992","1992","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1993","1993","ha","280","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1993","1993","100 g/ha","89288","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1993","1993","t","2500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1994","1994","ha","400","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1994","1994","100 g/ha","87600","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1994","1994","t","3500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1995","1995","ha","160","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1995","1995","100 g/ha","87438","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1995","1995","t","1400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1996","1996","ha","264","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1996","1996","100 g/ha","87005","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1996","1996","t","2300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1997","1997","ha","255","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1997","1997","100 g/ha","86340","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1997","1997","t","2200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1998","1998","ha","159","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1998","1998","100 g/ha","100413","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1998","1998","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","1999","1999","ha","172","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","1999","1999","100 g/ha","92860","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","1999","1999","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2000","2000","ha","193","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2000","2000","100 g/ha","91705","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2000","2000","t","1765.77","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2001","2001","ha","194","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2001","2001","100 g/ha","90516","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2001","2001","t","1751.8","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2002","2002","ha","198","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2002","2002","100 g/ha","90140","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2002","2002","t","1780.75","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2003","2003","ha","203","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2003","2003","100 g/ha","87557","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2003","2003","t","1775.29","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2004","2004","ha","204","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2004","2004","100 g/ha","86521","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2004","2004","t","1768.92","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2005","2005","ha","205","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2005","2005","100 g/ha","85836","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2005","2005","t","1759.95","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2006","2006","ha","220","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2006","2006","100 g/ha","77273","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2006","2006","t","1700","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2007","2007","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2007","2007","100 g/ha","75000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2007","2007","t","1500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2008","2008","ha","208","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2008","2008","100 g/ha","80462","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2008","2008","t","1675.83","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2009","2009","ha","207","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2009","2009","100 g/ha","80413","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2009","2009","t","1665.51","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2010","2010","ha","206","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2010","2010","100 g/ha","80407","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2010","2010","t","1657.07","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2011","2011","ha","205","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2011","2011","100 g/ha","80431","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2011","2011","t","1649.92","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2012","2012","ha","180","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2012","2012","100 g/ha","83333","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2012","2012","t","1500","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2013","2013","ha","206","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2013","2013","100 g/ha","80136","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2013","2013","t","1648.65","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2014","2014","ha","210","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2014","2014","100 g/ha","79497","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2014","2014","t","1671.75","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2015","2015","ha","209","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2015","2015","100 g/ha","80229","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2015","2015","t","1678.91","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2016","2016","ha","211","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2016","2016","100 g/ha","80934","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2016","2016","t","1705.77","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01241.90","Other beans, green","2017","2017","ha","211","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01241.90","Other beans, green","2017","2017","100 g/ha","80596","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01241.90","Other beans, green","2017","2017","t","1701.92","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1961","1961","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1961","1961","t","1000","E","Estimated value",""
